G1,G2,G3,G4,G5,V_GMPP,P_Max
800,800,700,600,400,148.033394191922,461.115562634469
900,800,700,600,400,152.989632768011,455.450336771429
1000,800,700,600,400,148.678096323035,457.49379913269
900,900,700,600,400,153.447511674323,457.620693123352
1000,900,700,600,400,153.902939866881,458.968782331618
1000,1000,700,600,400,153.982761365166,460.036799974781
800,800,800,600,400,152.676139396062,456.557545198986
900,800,800,600,400,152.677506597195,462.463833603144
1000,800,800,600,400,154.105725722492,460.192662554844
900,900,800,600,400,154.192121923544,462.667738370848
1000,900,800,600,400,154.87139450579,462.355378982384
1000,1000,800,600,400,154.547952259787,470.058783348308
900,900,900,600,400,108.419117883304,465.781958850623
1000,900,900,600,400,109.12796529345,475.797977412692
1000,1000,900,600,400,110.2912641725,488.287811359871
1000,1000,1000,600,400,108.434420828651,517.586014751436
700,700,700,700,400,145.286817169492,486.455594591103
800,700,700,700,400,146.398607608362,495.338438202695
900,700,700,700,400,147.136497924127,498.953397053954
1000,700,700,700,400,147.898027637757,501.233715408085
800,800,700,700,400,147.244163730067,505.760016469912
900,800,700,700,400,148.680668056783,509.458743704552
1000,800,700,700,400,149.197070285645,511.84569967594
900,900,700,700,400,149.610211777934,513.33087380006
1000,900,700,700,400,150.12449731188,515.712987749963
1000,1000,700,700,400,150.831875537896,518.103751940628
800,800,800,700,400,148.846565406354,519.120924475294
900,800,800,700,400,150.355535175512,522.540466095318
1000,800,800,700,400,151.359340579973,525.042021022599
900,900,800,700,400,151.23150448803,526.242692270978
1000,900,800,700,400,152.561643813695,529.509001509705
1000,1000,800,700,400,152.45736125281,531.569083176868
900,900,900,700,400,152.585086162487,530.473570252394
1000,900,900,700,400,153.087823028015,533.358888282351
1000,1000,900,700,400,153.9121673109,535.872303342911
1000,1000,1000,700,400,154.916359931105,540.165679816168
800,800,800,800,400,145.520322543488,556.764286101435
900,800,800,800,400,146.61610169058,566.164953482144
1000,800,800,800,400,147.224509797933,570.190904312918
900,900,800,800,400,147.512637389582,577.034526475
1000,900,800,800,400,148.443266834986,581.335695262397
1000,1000,800,800,400,149.49573949465,585.66465643756
900,900,900,800,400,149.071309598505,590.52113157443
1000,900,900,800,400,150.139568390854,595.193105199676
1000,1000,900,800,400,151.000845921766,600.387035625971
1000,1000,1000,800,400,149.834681015015,605.563837075234
900,900,900,900,400,145.723738153647,626.795810910965
1000,900,900,900,400,146.500564976889,636.637921367426
1000,1000,900,900,400,147.363956504325,648.016635983305
1000,1000,1000,900,400,148.593944701413,662.120427197341
1000,1000,1000,1000,400,145.647579827444,696.501501078517
500,500,500,500,500,181.197956040311,433.985678689875
600,500,500,500,500,182.388153786752,441.844245514924
700,500,500,500,500,183.645759885681,444.179687774989
800,500,500,500,500,184.39653476137,445.847364514486
900,500,500,500,500,184.691992304455,447.054205984848
1000,500,500,500,500,185.201771321735,448.002880013947
600,600,500,500,500,184.552547086988,449.841702210291
700,600,500,500,500,185.520401889898,452.644968942664
800,600,500,500,500,186.190745263563,454.355498093345
900,600,500,500,500,186.610193978906,455.591514172641
1000,600,500,500,500,186.868383192617,456.561755156016
700,700,500,500,500,186.518978871877,455.713006411656
800,700,500,500,500,187.092142802241,457.169715056332
900,700,500,500,500,187.519397622905,458.435917535522
1000,700,500,500,500,187.91205884716,459.373586059233
800,800,500,500,500,187.689166899898,458.884430278324
900,800,500,500,500,188.27641026767,460.120017336949
1000,800,500,500,500,188.523773425267,461.094847937506
900,900,500,500,500,188.630497421662,461.364893195544
1000,900,500,500,500,189.074297475856,462.322665450248
1000,1000,500,500,500,189.261640732827,463.325280558377
600,600,600,500,500,186.428348298119,459.458967275266
700,600,600,500,500,187.435848742807,462.380763121464
800,600,600,500,500,188.15160876913,464.162575733187
900,600,600,500,500,188.622604154042,465.399958617438
1000,600,600,500,500,189.037362636775,466.395769466382
700,700,600,500,500,188.691355421861,465.289809672047
800,700,600,500,500,189.276985282251,467.086545014648
900,700,600,500,500,189.675901341186,468.349313472749
1000,700,600,500,500,190.17725640386,469.339102123517
800,800,600,500,500,189.954797970762,468.85318633583
900,800,600,500,500,190.517077692659,470.139518928424
1000,800,600,500,500,190.823219799403,471.099416139949
900,900,600,500,500,190.73855544619,471.396822411105
1000,900,600,500,500,191.063295681087,472.430151477396
1000,1000,600,500,500,192.052217749765,473.381136932953
700,700,700,500,500,189.716255927008,468.264557069555
800,700,700,500,500,190.432565731487,470.021040869326
900,700,700,500,500,190.922386448304,471.296876137653
1000,700,700,500,500,191.11386349715,472.284693381562
800,800,700,500,500,191.098268737643,471.790827342306
900,800,700,500,500,191.3856478012,473.068559128431
1000,800,700,500,500,191.910793953186,474.049118255294
900,900,700,500,500,191.860068413551,474.337576725253
1000,900,700,500,500,192.432267545288,475.320877003274
1000,1000,700,500,500,192.671412064424,476.306926723724
800,800,800,500,500,191.813561939159,473.599879706524
900,800,800,500,500,192.077737401529,474.827138152733
1000,800,800,500,500,192.440448549735,475.820698032311
900,900,800,500,500,192.716753189039,476.106297318055
1000,900,800,500,500,193.100543566204,477.644838465716
1000,1000,800,500,500,193.417609781191,478.092197622655
900,900,900,500,500,193.219455277935,477.366592837212
1000,900,900,500,500,193.381424199458,478.37234013929
1000,1000,900,500,500,110.139141854803,488.316363953109
1000,1000,1000,500,500,108.320571469842,517.587509220613
600,600,600,600,500,189.306737630494,471.328095180028
700,600,600,600,500,187.468280040446,475.644837364235
800,600,600,600,500,190.668136481089,476.033603403181
900,600,600,600,500,187.349338105751,479.622735565882
1000,600,600,600,500,188.455643085681,478.94538740451
700,700,600,600,500,187.675786604301,479.58248764083
800,700,600,600,500,189.604406601184,480.673156111607
900,700,600,600,500,192.907841302974,482.616715483736
1000,700,600,600,500,192.348277521751,481.486197444629
800,800,600,600,500,190.308632254751,482.005798249355
900,800,600,600,500,193.114904789673,482.369115258864
1000,800,600,600,500,189.684768724213,485.448615310201
900,900,600,600,500,190.613984846934,485.7949037469
1000,900,600,600,500,195.511766992782,487.480101536587
1000,1000,600,600,500,196.326203853028,488.697902646252
700,700,700,600,500,191.728325609595,524.217951864261
800,700,700,600,500,193.817982068183,482.726543470265
900,700,700,600,500,194.718563677809,491.856734028583
1000,700,700,600,500,192.395066339027,485.446612530847
800,800,700,600,500,193.241466684144,484.852799107633
900,800,700,600,500,194.718067753759,486.239411786608
1000,800,700,600,500,191.358599568559,488.85898028915
900,900,700,600,500,191.116386318576,496.868682703446
1000,900,700,600,500,194.067862055241,488.809359607486
1000,1000,700,600,500,195.616781183706,488.742978830161
800,800,800,600,500,194.93634779449,485.795441771794
900,800,800,600,500,193.597056908331,637.455741241547
1000,800,800,600,500,195.392464379551,488.260268694396
900,900,800,600,500,195.47245073036,488.495110878501
1000,900,800,600,500,193.256605940539,492.482525512911
1000,1000,800,600,500,196.590287737001,491.466150809538
900,900,900,600,500,194.668351807831,490.037680748384
1000,900,900,600,500,196.387190571669,491.035379929728
1000,1000,900,600,500,197.501643206346,492.006804450592
1000,1000,1000,600,500,108.414405019048,517.591318209552
700,700,700,700,500,145.334438392837,486.456223158997
800,700,700,700,500,146.360423372733,495.341318073943
900,700,700,700,500,189.245340213829,552.055548393966
1000,700,700,700,500,147.913963847672,501.235904291452
800,800,700,700,500,147.594972302905,505.62261868913
900,800,700,700,500,148.578882834023,509.454102247189
1000,800,700,700,500,149.226951643941,511.846113851615
900,900,700,700,500,149.546084898257,513.357530492841
1000,900,700,700,500,150.202392505917,515.716255370264
1000,1000,700,700,500,150.704146551235,518.100212646954
800,800,800,700,500,149.054967933795,518.804068022367
900,800,800,700,500,150.50678513678,522.497870975881
1000,800,800,700,500,151.014121990715,524.999211757969
900,900,800,700,500,151.091050633505,526.796283920034
1000,900,800,700,500,152.06750535872,529.854780760374
1000,1000,800,700,500,153.03541608885,532.200819712691
900,900,900,700,500,152.46320275783,530.780587103558
1000,900,900,700,500,153.059750847793,533.584078061122
1000,1000,900,700,500,152.934550602207,537.009513238424
1000,1000,1000,700,500,154.719853348305,538.934258020651
800,800,800,800,500,145.481631023174,556.765542438763
900,800,800,800,500,146.501610497446,566.163915044098
1000,800,800,800,500,147.372671588041,570.195090895188
900,900,800,800,500,147.69277842584,577.03503353185
1000,900,800,800,500,148.657339206635,581.348112134435
1000,1000,800,800,500,149.350918914444,585.66963166262
900,900,900,800,500,149.221037995817,590.515897939176
1000,900,900,800,500,150.115938008305,602.109309074298
1000,1000,900,800,500,151.052241489641,599.923692196774
1000,1000,1000,800,500,152.156679326405,604.592109587349
900,900,900,900,500,145.730296786384,626.797880602966
1000,900,900,900,500,146.476913930512,636.639007847978
1000,1000,900,900,500,147.602633593307,648.019447785362
1000,1000,1000,900,500,148.787920415071,662.123706625278
1000,1000,1000,1000,500,145.761263758696,696.507457549002
600,600,600,600,600,181.910373174807,522.788764763566
700,600,600,600,600,183.313577872926,530.990062703948
800,600,600,600,600,184.267230981941,534.136982116585
900,600,600,600,600,184.786780151933,536.165335448445
1000,600,600,600,600,185.196879226116,537.541851143629
700,700,600,600,600,184.673753658589,540.154270818448
800,700,600,600,600,185.818857770683,543.470866320862
900,700,600,600,600,186.354297899895,545.45170250621
1000,700,600,600,600,186.818878217353,546.91266640354
800,800,600,600,600,186.604957198997,546.721452066411
900,800,600,600,600,187.309198929424,548.751396314896
1000,800,600,600,600,187.755181875482,550.225937866438
900,900,600,600,600,187.929253735232,550.794356097953
1000,900,600,600,600,188.239293288193,552.262513329241
1000,1000,600,600,600,188.75810711068,553.972019206077
700,700,700,600,600,186.475640754109,550.675248413544
800,700,700,600,600,186.296267897019,555.23034649766
900,700,700,600,600,187.921403082057,556.219425245031
1000,700,700,600,600,188.566615551125,557.741581534904
800,800,700,600,600,188.577136023544,557.629210443783
900,800,700,600,600,190.03234405673,560.597019908908
1000,800,700,600,600,189.809253985636,561.215130375985
900,900,700,600,600,189.763392681059,561.781943300287
1000,900,700,600,600,190.279705584604,563.309731189099
1000,1000,700,600,600,190.719484958906,564.804449417895
800,800,800,600,600,189.395845037834,561.045293966012
900,800,800,600,600,190.26585309662,563.158331959335
1000,800,800,600,600,190.705314106931,564.667975794393
900,900,800,600,600,190.799952209583,565.268922752774
1000,900,800,600,600,191.22918232188,566.808235747232
1000,1000,800,600,600,191.885561481801,568.294615664872
900,900,900,600,600,191.487857821346,567.376042857846
1000,900,900,600,600,191.965791512983,568.891478785389
1000,1000,900,600,600,192.2248683068,570.413634398276
1000,1000,1000,600,600,192.825194649197,571.922096977764
700,700,700,700,600,183.493686532062,566.436806417272
800,700,700,700,600,190.031114766027,567.831410591236
900,700,700,700,600,190.776786054134,569.745845663229
1000,700,700,700,600,190.397777273802,570.643285904008
800,800,700,700,600,189.913736204777,571.137557875281
900,800,700,700,600,191.637312613537,573.270103366395
1000,800,700,700,600,191.911167476586,574.468606360475
900,900,700,700,600,191.699594082336,578.589898023561
1000,900,700,700,600,192.688000266514,576.863238667347
1000,1000,700,700,600,192.908214716838,578.235433058596
800,800,800,700,600,191.93740535647,574.465900565969
900,800,800,700,600,188.719789551075,579.240485040354
1000,800,800,700,600,193.486978322072,578.630191639026
900,900,800,700,600,193.295934299528,578.992114963917
1000,900,800,700,600,193.933128212409,581.230116453942
1000,1000,800,700,600,194.542283495909,582.183913155815
900,900,900,700,600,194.080061172027,581.193322262163
1000,900,900,700,600,194.289428284648,583.674011617441
1000,1000,900,700,600,192.632265431859,587.361232963471
1000,1000,1000,700,600,195.53670426229,586.122552609027
800,800,800,800,600,192.566681371277,586.971137353762
900,800,800,800,600,193.177174218671,582.638329517492
1000,800,800,800,600,194.380504210416,582.074186233793
900,900,800,800,600,194.904359649618,583.978453144528
1000,900,800,800,600,195.318664382878,587.485641210812
1000,1000,800,800,600,195.508299999658,588.91468095008
900,900,900,800,600,195.776035416194,607.476776641884
1000,900,900,800,600,149.93677257154,595.193367687892
1000,1000,900,800,600,151.0572373605,599.9057363453
1000,1000,1000,800,600,152.958036697986,605.427390855046
900,900,900,900,600,145.620718890296,626.799649646264
1000,900,900,900,600,146.407412619956,636.659784682912
1000,1000,900,900,600,147.571540062336,648.023332498743
1000,1000,1000,900,600,148.770625930074,662.171604373441
1000,1000,1000,1000,600,145.680154723682,696.508293234093
700,700,700,700,700,182.449724593023,611.42519381159
800,700,700,700,700,183.569461226978,620.220620206454
900,700,700,700,700,184.496058687372,623.798590530405
1000,700,700,700,700,184.699935121056,626.106181500144
800,800,700,700,700,184.898714781708,630.02795257441
900,800,700,700,700,185.64347823083,633.802546389943
1000,800,700,700,700,186.446236985311,636.095445478063
900,900,700,700,700,186.968814965718,637.603325727582
1000,900,700,700,700,187.212580613748,639.890226140995
1000,1000,700,700,700,187.812090934072,642.233157010471
800,800,800,700,700,186.461284616891,641.363487909539
900,800,800,700,700,187.288424953252,645.303417948913
1000,800,800,700,700,187.947952059907,647.737624411394
900,900,800,700,700,188.419119921899,650.002750213358
1000,900,800,700,700,188.84786422867,651.695294617615
1000,1000,800,700,700,189.522629374871,654.118969162425
900,900,900,700,700,187.853667341284,654.37680095134
1000,900,900,700,700,189.995329864688,655.6927000335
1000,1000,900,700,700,190.692834776338,658.136064276229
1000,1000,1000,700,700,191.237049776945,660.562079896189
800,800,800,800,700,188.222704344486,655.295647727807
900,800,800,800,700,191.009591303425,667.905518111241
1000,800,800,800,700,189.656876605515,661.843014228004
900,900,800,800,700,190.192602042384,663.731497594759
1000,900,800,800,700,190.854339177499,666.179246513431
1000,1000,800,800,700,191.76283372185,668.885213845432
900,900,900,800,700,191.356771864738,668.4330070131
1000,900,900,800,700,192.931729326661,672.311818802188
1000,1000,900,800,700,192.186045558805,673.016136014094
1000,1000,1000,800,700,194.408703824989,677.074005082006
900,900,900,900,700,192.548448754879,672.310804374016
1000,900,900,900,700,193.087356809049,674.784227480628
1000,1000,900,900,700,193.256289017937,682.051940410389
1000,1000,1000,900,700,194.555935648977,679.893406245079
1000,1000,1000,1000,700,145.794628574212,696.512004752974
800,800,800,800,800,182.674266348096,699.807783160501
900,800,800,800,800,183.871741201018,709.097723430207
1000,800,800,800,800,184.570402822111,713.083995488416
900,900,800,800,800,184.845829909781,719.47793605147
1000,900,800,800,800,185.733261286581,723.70792340624
1000,1000,800,800,800,186.535774240406,727.875964158306
900,900,900,800,800,186.412715254915,731.477514824531
1000,900,900,800,800,186.9518351184,735.876227317657
1000,1000,900,800,800,188.101285805068,740.336732283842
1000,1000,1000,800,800,189.011315656145,744.819136180476
900,900,900,900,800,187.701755062799,746.226872725644
1000,900,900,900,800,189.067734943071,750.981689234857
1000,1000,900,900,800,190.536657142878,755.406704247671
1000,1000,1000,900,800,189.67544190673,761.993774264803
1000,1000,1000,1000,800,191.671243951553,765.303403790749
900,900,900,900,900,183.090101112275,787.811958152387
1000,900,900,900,900,183.938920890568,797.561073919902
1000,1000,900,900,900,184.914558079838,808.425604182841
1000,1000,1000,900,900,185.923825926873,820.977492983355
1000,1000,1000,1000,900,187.182307665381,836.398845983707
1000,1000,1000,1000,1000,183.237351247854,875.436215046888
